Month,PR Number,Order Date,Vendor,Product Name,Variant,SKU Suffix,SKU,Qty
"July 2026","PR-0132","2026-07-17","Bow Bow The Animal Hub","Rakhi Paw Shape","Default Title","Temprakhi 123","Temprakhi 123",6
"July 2026","PR-0113","2026-07-01","Local Manufacturer","Roselyn Bed – 2-in-1 Convertible Lounge & Bed for Small Dogs & Cats","Default Title","ROSEBED","TH-306-ROSEBED",5
"July 2026","PR-0135","2026-07-18","Ocean Wave Enterprises","Rover Raincoat – Waterproof Dog Raincoat with Hood, Reflective Strip, Leash Opening & 3-Point Velcro for Monsoon Walks","Amber × L","ROVERAINCOAT-YELLOW-L","TH-372-ROVERAINCOAT-YELLOW-L",20
"July 2026","PR-0135","2026-07-18","Ocean Wave Enterprises","Rover Raincoat – Waterproof Dog Raincoat with Hood, Reflective Strip, Leash Opening & 3-Point Velcro for Monsoon Walks","Amber × M","ROVERAINCOAT-YELLOW-M","TH-372-ROVERAINCOAT-YELLOW-M",20
"July 2026","PR-0135","2026-07-18","Ocean Wave Enterprises","Rover Raincoat – Waterproof Dog Raincoat with Hood, Reflective Strip, Leash Opening & 3-Point Velcro for Monsoon Walks","Amber × S","ROVERAINCOAT-YELLOW-S","TH-372-ROVERAINCOAT-YELLOW-S",20
"July 2026","PR-0135","2026-07-18","Ocean Wave Enterprises","Rover Raincoat – Waterproof Dog Raincoat with Hood, Reflective Strip, Leash Opening & 3-Point Velcro for Monsoon Walks","Amber × XL","ROVERAINCOAT-YELLOW-XL","TH-372-ROVERAINCOAT-YELLOW-XL",20
"July 2026","PR-0135","2026-07-18","Ocean Wave Enterprises","Rover Raincoat – Waterproof Dog Raincoat with Hood, Reflective Strip, Leash Opening & 3-Point Velcro for Monsoon Walks","Amber × 2XL","ROVERAINCOAT-YELLOW-XXL","TH-372-ROVERAINCOAT-YELLOW-XXL",20
"July 2026","PR-0135","2026-07-18","Ocean Wave Enterprises","Rover Raincoat – Waterproof Dog Raincoat with Hood, Reflective Strip, Leash Opening & 3-Point Velcro for Monsoon Walks","Amber × 3XL","ROVERAINCOAT-YELLOW-XXXL","TH-372-ROVERAINCOAT-YELLOW-XXXL",20
"July 2026","PR-0135","2026-07-18","Ocean Wave Enterprises","Rover Raincoat – Waterproof Dog Raincoat with Hood, Reflective Strip, Leash Opening & 3-Point Velcro for Monsoon Walks","Amber × 4XL","ROVERAINCOAT-YELLOW-XXXXL","TH-372-ROVERAINCOAT-YELLOW-XXXXL",20
"July 2026","PR-0135","2026-07-18","Ocean Wave Enterprises","Rover Raincoat – Waterproof Dog Raincoat with Hood, Reflective Strip, Leash Opening & 3-Point Velcro for Monsoon Walks","Amber × 5XL","ROVERAINCOAT-YELLOW-XXXXXL","TH-372-ROVERAINCOAT-YELLOW-XXXXXL",20
"July 2026","PR-0108","2026-07-01","HI-Tech Enterprises","Snakula Sticker","Default Title","SNA12345","SNA12345",12
"July 2026","PR-0110","2026-07-01","Big Time Enterprises","Snuffle mat large","Default Title","SNUFFLEMATLARGE","TH-010720262-SNUFFLEMATLARGE",1
"July 2026","PR-0110","2026-07-01","Big Time Enterprises","Snuffle mat paw design","Default Title","SNUFFLEMAT","TH-01072026-SNUFFLEMAT",1
"July 2026","PR-0134","2026-07-18","Smarty Pet","SnugSole Boots | Dog Boots for Hot Pavement | Anti-Slip Paw Protection","XL","SNUGBOO-XL","TH-012-SNUGBOO-XL",20
"July 2026","PR-0134","2026-07-18","Smarty Pet","SnugSole Boots | Dog Boots for Hot Pavement | Anti-Slip Paw Protection","XXL","SNUGBOO-XXL","TH-012-SNUGBOO-XXL",20
"July 2026","PR-0129","2026-07-11","Smarty Pet","SnugSole Boots | Dog Boots for Hot Pavement | Anti-Slip Paw Protection","L","SNUGBOO-L","TH-012-SNUGBOO-L",20
"July 2026","PR-0129","2026-07-11","Smarty Pet","SnugSole Boots | Dog Boots for Hot Pavement | Anti-Slip Paw Protection","S","SNUGBOO-S","TH-012-SNUGBOO-S",20
"July 2026","PR-0133","2026-07-17","M/S Zorba International","StormGuard Jacket | Dog Raincoat | For Breezy Walks in Rainy Weather","M","COAT-M","TH-053-COAT-M",15
"July 2026","PR-0133","2026-07-17","M/S Zorba International","StormGuard Jacket | Dog Raincoat | For Breezy Walks in Rainy Weather","XL","COAT-XL","TH-053-COAT-XL",5
"July 2026","PR-0133","2026-07-17","M/S Zorba International","StormGuard Jacket | Dog Raincoat | For Breezy Walks in Rainy Weather","XS","COAT-XS","TH-053-COAT-XS",15
"July 2026","PR-0133","2026-07-17","M/S Zorba International","StormGuard Jacket | Dog Raincoat | For Breezy Walks in Rainy Weather","XXL","COAT-XXL","TH-053-COAT-XXL",20
"July 2026","PR-0133","2026-07-17","M/S Zorba International","StormGuard Jacket | Dog Raincoat | For Breezy Walks in Rainy Weather","XXXL","COAT-XXXL","TH-053-COAT-XXXL",20
"July 2026","PR-0128","2026-07-18","Scoobe Pets Products","TenderTrek Silicone Boots | Waterproof Sole | Anti-Slip Comfort Fit","XXL","SILBOO-XXL","TH-063-SILBOO-XXL",20
"July 2026","PR-0129","2026-07-11","Smarty Pet","Trimzy Nail Cutter & Filer for Pets","Default Title","NAICUTFIL","TH-018-NAICUTFIL",5
"July 2026","PR-0129","2026-07-11","Smarty Pet","WiggleWag Pet Toy | Endless Fun for Your Pup","Default Title","WIGGLEWAGTOY","TH-169-WIGGLEWAGTOY",10
"July 2026","PR-0134","2026-07-18","Smarty Pet","ZenLick Dog Food Mat – Slow Feeder & Anxiety Relief Tool","Default Title","LICKMAT","TH-051-LICKMAT",10
